work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_in_inr
2023,Senior,FT,Data Analyst,119500,USD,119500,US,100,US,M,9918500
2023,Senior,FT,Data Analyst,175000,USD,175000,US,0,US,M,14525000
2023,Senior,FT,Data Analyst,145000,USD,145000,US,0,US,M,12035000
2023,Senior,FT,Data Scientist,175000,USD,175000,US,0,US,M,14525000
2023,Senior,FT,Data Scientist,148750,USD,148750,US,0,US,M,12346250
2023,Senior,FT,Data Analytics Specialist,105000,USD,105000,US,0,US,M,8715000
2023,Senior,FT,Data Analytics Specialist,85000,USD,85000,US,0,US,M,7055000
2023,Senior,FT,Research Scientist,215000,USD,215000,US,0,US,M,17845000
2023,Senior,FT,Research Scientist,146300,USD,146300,US,0,US,M,12142900
2023,Entry-Level,FT,AI Developer,200000,EUR,214618,DE,100,DE,L,17813294
2023,Mid-Level,FT,Data Engineer,72000,USD,72000,MX,100,MX,M,5976000
2023,Mid-Level,FT,Data Engineer,60000,USD,60000,MX,100,MX,M,4980000
2023,Senior,FT,Machine Learning Engineer,153400,USD,153400,US,0,US,M,12732200
2023,Senior,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,M,10184100
2023,Mid-Level,FT,Data Engineer,260000,USD,260000,US,0,US,M,21580000
2023,Mid-Level,FT,Data Engineer,175000,USD,175000,US,0,US,M,14525000
2023,Senior,FT,Data Scientist,186300,USD,186300,US,100,US,M,15462900
2023,Senior,FT,Data Scientist,123900,USD,123900,US,100,US,M,10283700
2023,Mid-Level,FT,Research Scientist,340000,USD,340000,US,100,US,M,28220000
2023,Mid-Level,FT,Research Scientist,150000,USD,150000,US,100,US,M,12450000
2023,Senior,FT,Machine Learning Engineer,153400,USD,153400,US,0,US,M,12732200
2023,Senior,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,M,10184100
2023,Mid-Level,FT,Data Engineer,250000,USD,250000,US,0,US,M,20750000
2023,Mid-Level,FT,Data Engineer,175000,USD,175000,US,0,US,M,14525000
2023,Mid-Level,FT,Data Scientist,60000,EUR,64385,FR,50,FR,M,5343955
2023,Senior,FT,Data Analyst,185900,USD,185900,US,0,US,M,15429700
2023,Senior,FT,Data Analyst,121700,USD,121700,US,0,US,M,10101100
2023,Senior,FT,Data Analyst,153600,USD,153600,US,0,US,M,12748800
2023,Senior,FT,Data Analyst,106800,USD,106800,US,0,US,M,8864400
2023,Senior,FL,Software Data Engineer,50000,USD,50000,NG,50,AU,M,4150000
2023,Entry-Level,FT,Data Analyst,100000,USD,100000,UZ,100,US,L,8300000
2023,Senior,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,20542500
2023,Senior,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,14292600
2023,Executive,FT,Data Engineer,310000,USD,310000,US,100,US,M,25730000
2023,Executive,FT,Data Engineer,239000,USD,239000,US,100,US,M,19837000
2023,Senior,FT,Data Analyst,125000,USD,125000,US,0,US,M,10375000
2023,Senior,FT,Data Analyst,110000,USD,110000,US,0,US,M,9130000
2023,Entry-Level,FT,Data Analyst,150000,USD,150000,US,0,US,M,12450000
2023,Entry-Level,FT,Data Analyst,100000,USD,100000,US,0,US,M,8300000
2023,Senior,FT,Data Scientist,149076,USD,149076,US,0,US,M,12373308
2023,Senior,FT,Data Scientist,82365,USD,82365,US,0,US,M,6836295
2023,Mid-Level,FT,Data Engineer,146000,USD,146000,US,0,US,M,12118000
2023,Mid-Level,FT,Data Engineer,75000,USD,75000,US,0,US,M,6225000
2023,Senior,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,M,11578500
2023,Senior,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,M,9080200
2023,Senior,FT,Data Engineer,139500,USD,139500,US,0,US,M,11578500
2023,Senior,FT,Data Engineer,109400,USD,109400,US,0,US,M,9080200
2023,Mid-Level,FT,Data Engineer,149600,USD,149600,US,0,US,M,12416800
2023,Mid-Level,FT,Data Engineer,102000,USD,102000,US,0,US,M,8466000
2023,Mid-Level,FT,Data Analyst,80000,GBP,97218,GB,0,GB,M,8069094
2023,Mid-Level,FT,Data Analyst,40000,GBP,48609,GB,0,GB,M,4034547
2023,Senior,FT,Data Engineer,252000,USD,252000,US,0,US,M,20916000
2023,Senior,FT,Data Engineer,129000,USD,129000,US,0,US,M,10707000
2023,Senior,FT,Data Analyst,95000,USD,95000,US,0,US,M,7885000
2023,Senior,FT,Data Analyst,85500,USD,85500,US,0,US,M,7096500
2023,Senior,FT,Data Analyst,185900,USD,185900,US,0,US,M,15429700
2023,Senior,FT,Data Analyst,121700,USD,121700,US,0,US,M,10101100
2023,Entry-Level,FT,Research Scientist,150000,USD,150000,US,0,US,M,12450000
2023,Entry-Level,FT,Research Scientist,100000,USD,100000,US,0,US,M,8300000
2023,Mid-Level,FT,Data Engineer,145000,USD,145000,US,0,US,M,12035000
2023,Mid-Level,FT,Data Engineer,125000,USD,125000,US,0,US,M,10375000
2023,Mid-Level,FT,Data Scientist,150000,USD,150000,US,100,US,M,12450000
2023,Mid-Level,FT,Data Scientist,97750,USD,97750,US,100,US,M,8113250
2023,Senior,FT,Data Scientist,201000,USD,201000,US,0,US,M,16683000
2023,Senior,FT,Data Scientist,122000,USD,122000,US,0,US,M,10126000
2023,Senior,FT,Data Engineer,252000,USD,252000,US,0,US,M,20916000
2023,Senior,FT,Data Engineer,129000,USD,129000,US,0,US,M,10707000
2023,Senior,FT,Data Analyst,120000,USD,120000,US,100,US,M,9960000
2023,Senior,FT,Data Analyst,75000,USD,75000,US,100,US,M,6225000
2023,Mid-Level,FT,Data Scientist,116990,USD,116990,US,100,US,M,9710170
2023,Mid-Level,FT,Data Scientist,82920,USD,82920,US,100,US,M,6882360
2023,Senior,FT,Data Scientist,185900,USD,185900,US,0,US,M,15429700
2023,Senior,FT,Data Scientist,129300,USD,129300,US,0,US,M,10731900
2023,Mid-Level,FT,Machine Learning Scientist,200000,USD,200000,US,0,US,S,16600000
2023,Mid-Level,FT,Machine Learning Scientist,125000,USD,125000,US,0,US,S,10375000
2023,Senior,FT,Data Scientist,201000,USD,201000,US,0,US,M,16683000
2023,Senior,FT,Data Scientist,122000,USD,122000,US,0,US,M,10126000
2023,Senior,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,16973500
2023,Senior,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,11802600
2023,Senior,FT,Data Manager,155000,USD,155000,US,0,US,M,12865000
2023,Senior,FT,Data Manager,140000,USD,140000,US,0,US,M,11620000
2023,Mid-Level,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,US,0,US,M,17091360
2023,Mid-Level,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,US,0,US,M,14242800
2023,Senior,FT,Data Engineer,121500,USD,121500,US,100,US,M,10084500
2023,Senior,FT,Data Engineer,78000,USD,78000,US,100,US,M,6474000
2023,Mid-Level,FT,Data Engineer,154000,USD,154000,US,0,US,M,12782000
2023,Mid-Level,FT,Data Engineer,116000,USD,116000,US,0,US,M,9628000
2023,Senior,FT,Data Scientist,190000,USD,190000,US,0,US,M,15770000
2023,Senior,FT,Data Scientist,136000,USD,136000,US,0,US,M,11288000
2023,Mid-Level,FT,Data Analyst,65000,GBP,78990,GB,100,GB,M,6556170
2023,Mid-Level,FT,Data Analyst,36050,GBP,43809,GB,100,GB,M,3636147
2023,Senior,FT,Data Analyst,180000,USD,180000,US,0,US,M,14940000
2023,Senior,FT,Data Analyst,110000,USD,110000,US,0,US,M,9130000
2023,Senior,FT,Data Scientist,275300,USD,275300,US,100,US,M,22849900
2023,Senior,FT,Data Scientist,183000,USD,183000,US,100,US,M,15189000
2023,Senior,FT,Data Engineer,170000,USD,170000,US,0,US,M,14110000
2023,Senior,FT,Data Engineer,140000,USD,140000,US,0,US,M,11620000
2023,Senior,FT,Data Engineer,154000,USD,154000,US,0,US,M,12782000
2023,Senior,FT,Data Engineer,116000,USD,116000,US,0,US,M,9628000
2023,Senior,FT,Data Engineer,160000,USD,160000,US,100,US,M,13280000
2023,Senior,FT,Data Engineer,130000,USD,130000,US,100,US,M,10790000
2023,Mid-Level,FT,Data Engineer,200000,USD,200000,US,0,US,M,16600000
2023,Mid-Level,FT,Data Engineer,120000,USD,120000,US,0,US,M,9960000
2023,Senior,FT,Data Scientist,175000,USD,175000,US,100,US,M,14525000
2023,Senior,FT,Data Scientist,160000,USD,160000,US,100,US,M,13280000
2023,Mid-Level,FT,Data Engineer,105000,GBP,127599,GB,0,GB,M,10590717
2023,Mid-Level,FT,Data Engineer,85000,GBP,103294,GB,0,GB,M,8573402
2023,Senior,FT,Data Engineer,153600,USD,153600,US,0,US,M,12748800
2023,Senior,FT,Data Engineer,106800,USD,106800,US,0,US,M,8864400
2023,Entry-Level,FT,Data Analyst,85000,USD,85000,US,100,US,M,7055000
2023,Entry-Level,FT,Data Analyst,75000,USD,75000,US,100,US,M,6225000
2023,Senior,FT,Data Scientist,225000,USD,225000,US,0,US,M,18675000
2023,Senior,FT,Data Scientist,156400,USD,156400,US,0,US,M,12981200
2023,Senior,FT,Analytics Engineer,150000,USD,150000,US,0,US,M,12450000
2023,Senior,FT,Analytics Engineer,120000,USD,120000,US,0,US,M,9960000
2023,Senior,FT,Machine Learning Engineer,163800,USD,163800,US,0,US,M,13595400
2023,Senior,FT,Machine Learning Engineer,126000,USD,126000,US,0,US,M,10458000
2023,Senior,FT,Data Analyst,145000,USD,145000,US,100,US,M,12035000
2023,Senior,FT,Data Analyst,90000,USD,90000,US,100,US,M,7470000
2023,Senior,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,16973500
2023,Senior,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,11802600
2023,Senior,FT,Data Analyst,95000,USD,95000,US,0,US,M,7885000
2023,Senior,FT,Data Analyst,85500,USD,85500,US,0,US,M,7096500
2023,Senior,FT,Data Engineer,167500,USD,167500,US,0,US,M,13902500
2023,Senior,FT,Data Engineer,106500,USD,106500,US,0,US,M,8839500
2023,Senior,FT,Data Engineer,163800,USD,163800,US,0,US,M,13595400
2023,Senior,FT,Data Engineer,126000,USD,126000,US,0,US,M,10458000
2023,Mid-Level,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M,12865000
2023,Mid-Level,FT,Data Analytics Manager,140000,USD,140000,US,0,US,M,11620000
2023,Senior,FT,Research Scientist,250000,USD,250000,US,0,US,M,20750000
2023,Senior,FT,Research Scientist,200000,USD,200000,US,0,US,M,16600000
2023,Senior,FT,Data Scientist,260000,USD,260000,US,0,US,M,21580000
2023,Senior,FT,Data Scientist,186000,USD,186000,US,0,US,M,15438000
2023,Senior,FT,Data Engineer,160000,USD,160000,US,100,US,M,13280000
2023,Senior,FT,Data Engineer,130000,USD,130000,US,100,US,M,10790000
2023,Senior,FT,Research Scientist,200000,USD,200000,US,0,US,M,16600000
2023,Senior,FT,Research Scientist,150000,USD,150000,US,0,US,M,12450000
2023,Senior,FT,Data Scientist,45000,EUR,48289,ES,0,ES,M,4007987
2023,Senior,FT,Data Scientist,36000,EUR,38631,ES,0,ES,M,3206373
2023,Senior,FT,Data Scientist,150000,USD,150000,US,0,US,M,12450000
2023,Senior,FT,Data Scientist,120000,USD,120000,US,0,US,M,9960000
2023,Entry-Level,FT,Data Analyst,30000,USD,30000,IN,50,IN,M,2490000
2023,Mid-Level,FT,Research Scientist,185000,USD,185000,US,0,US,M,15355000
2023,Mid-Level,FT,Research Scientist,125000,USD,125000,US,0,US,M,10375000
2022,Entry-Level,PT,Data Analyst,34320,USD,34320,US,100,US,S,2848560
2022,Mid-Level,FT,Business Data Analyst,48000,BRL,9289,BR,100,BR,M,770987
2023,Senior,FT,Head of Data,70000,EUR,75116,PT,100,PT,L,6234628
2022,Executive,FT,Data Science Manager,106000,USD,106000,UZ,0,RU,L,8798000
2023,Senior,FT,Data Analyst,175000,USD,175000,US,100,US,M,14525000
2023,Senior,FT,Data Analyst,130000,USD,130000,US,100,US,M,10790000
2023,Senior,FT,Data Analyst,122000,USD,122000,US,100,US,M,10126000
2023,Senior,FT,Data Analyst,93800,USD,93800,US,100,US,M,7785400
2023,Senior,FT,Data Science Manager,150000,USD,150000,MX,100,MX,M,12450000
2023,Senior,FT,Data Science Manager,90000,USD,90000,MX,100,MX,M,7470000
2023,Senior,FT,Data Analyst,165000,USD,165000,US,100,US,M,13695000
2023,Senior,FT,Data Analyst,112000,USD,112000,US,100,US,M,9296000
2023,Entry-Level,FT,Computer Vision Engineer,220000,USD,220000,US,0,US,M,18260000
2023,Senior,FT,BI Data Analyst,67000,EUR,71897,DE,100,DE,M,5967451
2023,Entry-Level,FT,AI Developer,60000,EUR,64385,DE,0,DE,M,5343955
2023,Senior,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,16973500
2023,Senior,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,11802600
2023,Senior,FT,Data Analyst,1300000,INR,15806,IN,100,IN,S,1311898
2023,Mid-Level,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M,16600000
2023,Mid-Level,FT,Machine Learning Engineer,175000,USD,175000,US,0,US,M,14525000
2023,Senior,FT,Data Engineer,185900,USD,185900,US,0,US,M,15429700
2023,Senior,FT,Data Engineer,129300,USD,129300,US,0,US,M,10731900
2023,Senior,FT,Data Analyst,185900,USD,185900,US,0,US,M,15429700
2023,Senior,FT,Data Analyst,121700,USD,121700,US,0,US,M,10101100
2023,Senior,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,16973500
2023,Senior,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,11802600
2023,Mid-Level,FT,Data Scientist,40000,USD,40000,FR,50,FR,L,3320000
2023,Senior,FT,Data Science Consultant,1000000,THB,29453,TH,50,TH,M,2444599
2023,Senior,FT,Data Analyst,180180,USD,180180,US,0,US,M,14954940
2023,Senior,FT,Data Analyst,106020,USD,106020,US,0,US,M,8799660
2023,Senior,FT,Data Scientist,136000,USD,136000,US,100,US,M,11288000
2023,Senior,FT,Data Scientist,104000,USD,104000,US,100,US,M,8632000
2023,Senior,FT,Data Analyst,125000,USD,125000,US,0,US,M,10375000
2023,Senior,FT,Data Analyst,110000,USD,110000,US,0,US,M,9130000
2023,Senior,FT,Machine Learning Engineer,153400,USD,153400,US,0,US,M,12732200
2023,Senior,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,M,10184100
2023,Executive,FT,Data Engineer,310000,USD,310000,US,100,US,M,25730000
2023,Executive,FT,Data Engineer,239000,USD,239000,US,100,US,M,19837000
2023,Senior,FT,Data Analyst,152380,USD,152380,US,0,US,M,12647540
2023,Senior,FT,Data Analyst,121904,USD,121904,US,0,US,M,10118032
2023,Senior,FT,Data Scientist,185900,USD,185900,US,0,US,M,15429700
2023,Senior,FT,Data Scientist,129300,USD,129300,US,0,US,M,10731900
2023,Senior,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,20542500
2023,Senior,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,14292600
2023,Senior,FT,Data Architect,168400,USD,168400,US,0,US,M,13977200
2023,Senior,FT,Data Architect,105200,USD,105200,US,0,US,M,8731600
2023,Senior,FT,Machine Learning Engineer,128280,USD,128280,US,0,US,M,10647240
2023,Senior,FT,Machine Learning Engineer,106900,USD,106900,US,0,US,M,8872700
2022,Senior,FT,Lead Data Scientist,192000,USD,192000,US,100,US,L,15936000
2023,Mid-Level,FT,Data Engineer,140000,USD,140000,US,0,US,M,11620000
2023,Mid-Level,FT,Data Engineer,100000,USD,100000,US,0,US,M,8300000
2023,Senior,FT,Research Engineer,100000,EUR,107309,DE,100,DE,S,8906647
2023,Senior,FT,Research Engineer,80000,EUR,85847,DE,100,DE,S,7125301
2023,Senior,FT,Machine Learning Engineer,275000,USD,275000,DE,0,DE,M,22825000
2023,Senior,FT,Machine Learning Engineer,174000,USD,174000,DE,0,DE,M,14442000
2023,Senior,FT,Data Engineer,139500,USD,139500,US,0,US,M,11578500
2023,Senior,FT,Data Engineer,109400,USD,109400,US,0,US,M,9080200
2023,Senior,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,M,11578500
2023,Senior,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,M,9080200
2023,Senior,FT,Data Analyst,170500,USD,170500,US,100,US,M,14151500
2023,Senior,FT,Data Analyst,85000,USD,85000,US,100,US,M,7055000
2023,Senior,FT,Data Manager,60027,GBP,72946,GB,0,GB,M,6054518
2023,Senior,FT,Data Manager,44737,GBP,54365,GB,0,GB,M,4512295
2023,Executive,FT,Head of Data Science,131899,GBP,160288,GB,0,GB,M,13303904
2023,Executive,FT,Head of Data Science,104891,GBP,127467,GB,0,GB,M,10579761
2023,Senior,FT,Data Engineer,80000,USD,80000,US,0,US,M,6640000
2023,Senior,FT,Data Engineer,65000,USD,65000,US,0,US,M,5395000
2023,Senior,FT,Data Engineer,124740,USD,124740,US,0,US,M,10353420
2023,Senior,FT,Data Engineer,65488,USD,65488,US,0,US,M,5435504
2023,Senior,FT,Data Quality Analyst,72200,USD,72200,US,0,US,M,5992600
2023,Senior,FT,Data Quality Analyst,64980,USD,64980,US,0,US,M,5393340
2023,Senior,FT,Data Engineer,153600,USD,153600,US,0,US,M,12748800
2023,Senior,FT,Data Engineer,106800,USD,106800,US,0,US,M,8864400
2023,Senior,FT,Data Analyst,179975,USD,179975,US,100,US,M,14937925
2023,Senior,FT,Data Analyst,86466,USD,86466,US,100,US,M,7176678
2023,Senior,FT,Data Engineer,120000,USD,120000,US,0,US,M,9960000
2023,Senior,FT,Data Engineer,90000,USD,90000,US,0,US,M,7470000
2023,Mid-Level,FT,Insight Analyst,42000,GBP,51039,GB,0,GB,M,4236237
2023,Mid-Level,FT,Insight Analyst,35000,GBP,42533,GB,0,GB,M,3530239
2023,Senior,FT,Data Scientist,149076,USD,149076,US,0,US,M,12373308
2023,Senior,FT,Data Scientist,82365,USD,82365,US,0,US,M,6836295
2023,Senior,FT,Data Analyst,169000,USD,169000,US,0,US,M,14027000
2023,Senior,FT,Data Analyst,110600,USD,110600,US,0,US,M,9179800
2023,Senior,FT,Data Science Manager,175000,USD,175000,US,0,US,M,14525000
2023,Senior,FT,Data Science Manager,120000,USD,120000,US,0,US,M,9960000
2023,Senior,FT,Data Analyst,230000,USD,230000,US,0,US,M,19090000
2023,Senior,FT,Data Analyst,180000,USD,180000,US,0,US,M,14940000
2023,Senior,FT,Data Analyst,153600,USD,153600,US,0,US,M,12748800
2023,Senior,FT,Data Analyst,106800,USD,106800,US,0,US,M,8864400
2023,Senior,FT,Data Manager,140000,USD,140000,US,0,US,M,11620000
2023,Senior,FT,Data Manager,120000,USD,120000,US,0,US,M,9960000
2023,Senior,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,US,0,US,M,17091360
2023,Senior,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,US,0,US,M,14242800
2023,Senior,FT,Data Analyst,165000,USD,165000,US,100,US,M,13695000
2023,Senior,FT,Data Analyst,125000,USD,125000,US,100,US,M,10375000
2023,Senior,FT,Data Engineer,265000,USD,265000,US,0,US,M,21995000
2023,Senior,FT,Data Engineer,185000,USD,185000,US,0,US,M,15355000
2023,Mid-Level,FT,Applied Machine Learning Engineer,130000,USD,130000,US,0,US,M,10790000
2022,Entry-Level,FT,Data Scientist,168000,USD,168000,US,100,US,M,13944000
2023,Mid-Level,FT,AI Scientist,36000,EUR,38631,ES,50,ES,L,3206373
2023,Senior,FT,Data Analyst,95000,USD,95000,US,0,US,M,7885000
2023,Senior,FT,Data Analyst,85500,USD,85500,US,0,US,M,7096500
2023,Senior,FT,Data Scientist,147100,USD,147100,US,0,US,M,12209300
2023,Senior,FT,Data Scientist,90700,USD,90700,US,0,US,M,7528100
2023,Senior,FT,Data Engineer,167580,USD,167580,US,0,US,M,13909140
2023,Senior,FT,Data Engineer,87980,USD,87980,US,0,US,M,7302340
2023,Senior,FT,Data Engineer,202000,USD,202000,US,100,US,M,16766000
2023,Senior,FT,Data Engineer,135000,USD,135000,US,100,US,M,11205000
2023,Senior,FT,Data Engineer,163800,USD,163800,US,0,US,M,13595400
2023,Senior,FT,Data Engineer,126000,USD,126000,US,0,US,M,10458000
2023,Senior,FT,Machine Learning Engineer,163800,USD,163800,US,0,US,M,13595400
2023,Senior,FT,Machine Learning Engineer,126000,USD,126000,US,0,US,M,10458000
2023,Senior,FT,Data Engineer,104000,USD,104000,US,100,US,M,8632000
2023,Senior,FT,Data Engineer,65000,USD,65000,US,100,US,M,5395000
2023,Senior,FT,Research Engineer,230000,USD,230000,US,0,US,M,19090000
2023,Senior,FT,Research Engineer,148000,USD,148000,US,0,US,M,12284000
2023,Senior,FT,Machine Learning Engineer,269000,USD,269000,CA,100,CA,M,22327000
2023,Senior,FT,Machine Learning Engineer,158000,USD,158000,CA,100,CA,M,13114000
2023,Senior,FT,Analytics Engineer,197000,USD,197000,US,0,US,M,16351000
2023,Senior,FT,Analytics Engineer,106000,USD,106000,US,0,US,M,8798000
2023,Mid-Level,FT,Deep Learning Engineer,150000,USD,150000,US,100,US,M,12450000
2023,Mid-Level,FT,Deep Learning Engineer,100000,USD,100000,US,100,US,M,8300000
2023,Senior,FT,Data Engineer,290000,USD,290000,US,100,US,M,24070000
2023,Senior,FT,Data Engineer,210000,USD,210000,US,100,US,M,17430000
2023,Senior,FT,Data Engineer,192000,USD,192000,US,0,US,M,15936000
2023,Senior,FT,Data Engineer,172800,USD,172800,US,0,US,M,14342400
2023,Senior,FT,Data Scientist,300240,USD,300240,US,0,US,M,24919920
2023,Senior,FT,Data Scientist,200160,USD,200160,US,0,US,M,16613280
2023,Senior,FT,Data Scientist,300240,USD,300240,US,0,US,M,24919920
2023,Senior,FT,Data Scientist,200160,USD,200160,US,0,US,M,16613280
2023,Senior,FT,Analytics Engineer,175000,USD,175000,US,0,US,M,14525000
2023,Senior,FT,Analytics Engineer,140000,USD,140000,US,0,US,M,11620000
2023,Senior,FT,Data Manager,169000,USD,169000,US,0,US,M,14027000
2023,Senior,FT,Data Manager,100000,USD,100000,US,0,US,M,8300000
2023,Senior,FT,Data Scientist,370000,USD,370000,US,0,US,M,30710000
2023,Senior,FT,Data Scientist,245000,USD,245000,US,0,US,M,20335000
2023,Mid-Level,FT,Data Engineer,95000,GBP,115447,GB,100,GB,L,9582101
2023,Senior,FT,Data Analyst,110000,USD,110000,US,100,US,S,9130000
2023,Senior,FT,Data Analyst,80000,USD,80000,US,100,US,S,6640000
2023,Entry-Level,FT,Data Analyst,55000,USD,55000,US,0,US,M,4565000
2023,Entry-Level,FT,Data Analyst,48000,USD,48000,US,0,US,M,3984000
2023,Senior,FT,Data Analyst,95000,USD,95000,US,0,US,M,7885000
2023,Senior,FT,Data Analyst,85000,USD,85000,US,0,US,M,7055000
2023,Senior,FT,Data Engineer,137500,USD,137500,US,100,US,M,11412500
2023,Senior,FT,Data Engineer,81500,USD,81500,US,100,US,M,6764500
2023,Senior,FT,Machine Learning Engineer,323300,USD,323300,US,0,US,M,26833900
2023,Senior,FT,Machine Learning Engineer,184700,USD,184700,US,0,US,M,15330100
2021,Mid-Level,FT,AI Scientist,30000,USD,30000,GH,0,GH,S,2490000
2023,Senior,FT,Machine Learning Engineer,186000,USD,186000,US,100,US,M,15438000
2023,Senior,FT,Machine Learning Engineer,153088,USD,153088,US,100,US,M,12706304
2023,Mid-Level,FT,Data Infrastructure Engineer,190000,USD,190000,US,100,US,M,15770000
2023,Mid-Level,FT,Data Infrastructure Engineer,160000,USD,160000,US,100,US,M,13280000
2023,Senior,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,M,16600000
2023,Senior,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M,12450000
2023,Mid-Level,FT,Data Infrastructure Engineer,190000,USD,190000,US,0,US,M,15770000
2023,Mid-Level,FT,Data Infrastructure Engineer,183310,USD,183310,US,0,US,M,15214730
2023,Senior,FT,Machine Learning Engineer,240000,USD,240000,US,100,US,M,19920000
2023,Senior,FT,Machine Learning Engineer,180000,USD,180000,US,100,US,M,14940000
2023,Senior,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,M,16600000
2023,Senior,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M,12450000
2023,Senior,FT,Data Science Manager,299500,USD,299500,US,0,US,M,24858500
2023,Senior,FT,Data Science Manager,245100,USD,245100,US,0,US,M,20343300
2023,Senior,FT,Data Engineer,144000,USD,144000,US,100,US,M,11952000
2023,Senior,FT,Data Engineer,66000,USD,66000,US,100,US,M,5478000
2023,Mid-Level,FT,Machine Learning Engineer,148500,USD,148500,US,0,US,M,12325500
2023,Mid-Level,FT,Machine Learning Engineer,126277,USD,126277,US,0,US,M,10480991
2023,Senior,FT,Data Architect,228000,USD,228000,US,0,US,M,18924000
2023,Senior,FT,Data Architect,120000,USD,120000,US,0,US,M,9960000
2023,Senior,FT,Machine Learning Software Engineer,180000,USD,180000,US,0,US,M,14940000
2023,Senior,FT,Machine Learning Software Engineer,90000,USD,90000,US,0,US,M,7470000
2023,Senior,FT,Data Scientist,126500,USD,126500,US,0,US,M,10499500
2023,Senior,FT,Data Scientist,78000,USD,78000,US,0,US,M,6474000
2023,Senior,FT,Data Engineer,180000,USD,180000,US,0,US,M,14940000
2023,Senior,FT,Data Engineer,160000,USD,160000,US,0,US,M,13280000
2023,Senior,FT,Machine Learning Software Engineer,272000,USD,272000,US,0,US,M,22576000
2023,Senior,FT,Machine Learning Software Engineer,170000,USD,170000,US,0,US,M,14110000
2023,Mid-Level,FT,Data Analyst,80000,USD,80000,US,0,US,M,6640000
2023,Mid-Level,FT,Data Analyst,60000,USD,60000,US,0,US,M,4980000
2023,Senior,FT,Data Engineer,259000,USD,259000,US,100,US,M,21497000
2023,Senior,FT,Data Engineer,146000,USD,146000,US,100,US,M,12118000
2023,Senior,FT,Data Engineer,200000,USD,200000,US,0,US,M,16600000
2023,Senior,FT,Data Engineer,160000,USD,160000,US,0,US,M,13280000
2023,Executive,FT,Data Engineer,310000,USD,310000,US,100,US,M,25730000
2023,Executive,FT,Data Engineer,239000,USD,239000,US,100,US,M,19837000
2023,Senior,FT,Data Analyst,142000,USD,142000,US,100,US,M,11786000
2023,Senior,FT,Data Analyst,95000,USD,95000,US,100,US,M,7885000
2023,Senior,FT,Data Scientist,155000,USD,155000,US,0,US,M,12865000
2023,Senior,FT,Data Scientist,139500,USD,139500,US,0,US,M,11578500
2023,Mid-Level,FT,Data Engineer,140000,USD,140000,US,100,US,M,11620000
2023,Mid-Level,FT,Data Engineer,120000,USD,120000,US,100,US,M,9960000
2023,Senior,FT,Data Engineer,259000,USD,259000,US,100,US,M,21497000
2023,Senior,FT,Data Engineer,146000,USD,146000,US,100,US,M,12118000
2023,Mid-Level,FT,Data Analyst,90000,GBP,109371,HR,0,HR,M,9077793
2023,Mid-Level,FT,Data Analyst,60000,GBP,72914,HR,0,HR,M,6051862
2023,Entry-Level,PT,Data Analyst,78000,PLN,17779,PL,100,IN,L,1475657
2023,Entry-Level,FT,Data Scientist,101400,BRL,19522,BR,100,BR,L,1620326
2023,Senior,FT,Data Science Lead,247500,USD,247500,US,0,US,M,20542500
2023,Senior,FT,Data Science Lead,172200,USD,172200,US,0,US,M,14292600
2023,Senior,FT,Data Scientist,225000,USD,225000,US,0,US,M,18675000
2023,Senior,FT,Data Scientist,156400,USD,156400,US,0,US,M,12981200
2023,Senior,FT,Data Engineer,139500,USD,139500,US,0,US,M,11578500
2023,Senior,FT,Data Engineer,109400,USD,109400,US,0,US,M,9080200
2023,Mid-Level,FT,Data Engineer,125000,USD,125000,US,0,US,M,10375000
2023,Mid-Level,FT,Data Engineer,90000,USD,90000,US,0,US,M,7470000
